cc_num,total_transactions,total_spend,avg_transaction_amt,max_single_transaction,unique_categories,spend_tier
4707867759656333,1517,89170.54,58.78,1426.52,14,High
4497451418073897078,1016,89137.3,87.73,1529.9,14,High
4810789809665942990,1544,89016.68,57.65,2851.9,14,High
4229733778084049,1557,88521.18,56.85,2657.35,14,High
3538520143479972,1542,88514.24,57.4,1114.08,14,Medium
4292743669224718067,1565,88388.26,56.48,3593.31,14,Medium
3591919803438423,1526,88351.49,57.9,5579.69,14,Medium
676298633337,1528,88274.34,57.77,1727.69,14,Medium
4989847570577635369,1007,88195.62,87.58,1223.85,14,Medium
3528407217576457,997,87850.89,88.12,1868.33,14,Medium
30103132002433,1035,87155.63,84.21,1316.22,14,Medium
4742883543039288059,1527,86603.74,56.71,3219.2,14,Medium
4423489490781412,1527,86401.14,56.58,1203.52,14,Medium
30143535920989,1514,86154.81,56.91,4218.32,14,Medium
30364087349027,1523,85660.79,56.24,1445.38,14,Medium
6592861994408652,1509,85420.46,56.61,1270.97,14,Medium
3529597810116815,1520,85069.66,55.97,1098.6,14,Medium
60416207185,1518,85043.47,56.02,3075.09,14,Medium
2222001896600109,1538,84626.83,55.02,1689.69,14,Medium
30092964733035,1052,84424.76,80.25,2018.47,14,Medium
6544734391390261,1526,83358.48,54.63,1775.7,14,Medium
4607072969078276,1519,83122.77,54.72,6853.9,14,Medium
4761403817546679245,1553,83004.06,53.45,1536.25,14,Medium
3592931352252641,1007,82578.61,82.0,14849.74,14,Medium
6011492816282597,1551,82347.89,53.09,1365.97,14,Medium
3585052663373890,1021,82117.88,80.43,14467.64,14,Medium
38057513087029,1510,82076.18,54.36,4343.37,14,Medium
38947654498698,1500,81897.43,54.6,1724.79,14,Medium
30266994494236,1507,81863.49,54.32,1314.86,14,Medium
4973530368125489546,1040,81508.22,78.37,8749.44,14,Medium
3506592072985012,1547,81234.47,52.51,9555.26,14,Medium
3565196229855512,1027,80998.59,78.87,6585.99,14,Medium
4629451965224809,1531,80830.38,52.8,1362.39,14,Medium
3518758680062249,1497,80568.92,53.82,1330.45,14,Medium
3520550088202337,989,79783.69,80.67,1292.21,14,Medium
378904938837132,1535,79674.02,51.9,1775.42,14,Medium
30427035050508,1021,78105.89,76.5,1748.47,14,Medium
4255397449664185994,1033,77174.36,74.71,5940.23,14,Medium
3554849923339851,1030,76606.0,74.37,7123.0,14,Medium
377895991033232,1033,76452.88,74.01,2355.32,14,Medium
3519232971341141,1047,75736.86,72.34,1268.18,14,Medium
3567527758368741,1018,75713.26,74.37,4618.34,14,Medium
676245600876,1035,75467.27,72.92,2763.63,14,Medium
2719496466799416,1039,74960.89,72.15,4284.52,14,Medium
4306630852918,1030,74507.14,72.34,2185.23,14,Medium
4969856774088583,1027,74212.91,72.26,6337.25,14,Medium
4045036286570100739,1009,74009.05,73.35,3892.29,14,Medium
180014262259255,1019,73771.98,72.4,1450.67,14,Medium
213191402330021,1571,73737.51,46.94,1658.03,14,Medium
4266200684857219,1026,73643.43,71.78,2830.4,14,Medium
348379466427142,1025,73609.54,71.81,1408.74,14,Medium
60490596305,1010,73531.44,72.8,1308.16,14,Medium
4306586894261180,1010,73400.12,72.67,5697.9,14,Medium
4070511711385545,985,73360.58,74.48,14112.59,14,Medium
2248348993063230,1016,73024.94,71.87,8762.37,14,Medium
4390966588600992777,1031,72839.35,70.65,2372.2,14,Medium
4658117080136,1004,72836.85,72.55,6684.7,14,Medium
6524376634971418,1029,72749.28,70.7,1701.6,14,Medium
4505383113689,1008,72668.28,72.09,5356.03,14,Medium
4451438912406400,993,72664.38,73.18,1096.85,14,Medium
376262134119629,1029,72628.13,70.58,1461.6,14,Medium
4254074738931278,1023,72586.18,70.95,2491.24,14,Medium
6011382886333463,999,72526.18,72.6,2900.62,14,Medium
4383521454815,1041,72478.21,69.62,8059.02,14,Medium
676118385837,1029,72423.1,70.38,1148.75,14,Medium
213153151785052,1544,72392.82,46.89,2609.97,14,Medium
4312133045694601139,1039,72286.07,69.57,2541.64,14,Medium
4839043708100390,1001,72201.37,72.13,1006.38,14,Medium
4788103653396,1002,72180.26,72.04,1763.1,14,Medium
502049568400,1032,71884.75,69.66,7772.82,14,Medium
6011360759745864,1044,71655.11,68.64,1095.97,14,Medium
6011252220172077,994,71643.54,72.08,779.51,14,Medium
30143713661454,1047,71158.15,67.96,7272.11,14,Medium
4259996134423,1026,70914.95,69.12,2967.92,14,Medium
6011603272871604,1033,70910.23,68.64,1137.33,14,Medium
2512312531485080,1043,70895.6,67.97,1162.18,14,Medium
4562827002127,1069,70766.39,66.2,3144.69,14,Medium
2720894374956739,1039,70590.74,67.94,1570.52,14,Medium
4497913965512794052,1036,70452.96,68.0,2249.41,14,Medium
379897244598068,1041,70389.31,67.62,3856.42,14,Medium
30546453310167,1000,69899.01,69.9,6161.76,14,Medium
340103199302564,1044,69801.54,66.86,1113.65,14,Medium
180017442990269,1045,69761.26,66.76,1791.08,14,Medium
213113028819344,1029,69663.75,67.7,2978.7,14,Medium
4003771737807706,1013,69602.28,68.71,2823.41,14,Medium
4601636330889,1005,69600.68,69.25,3069.47,14,Medium
2256234701263057,1038,69557.95,67.01,1242.41,14,Medium
4220495028289516646,1027,69491.11,67.66,1685.13,14,Medium
6011681934117244,1039,69346.22,66.74,1186.46,14,Medium
180069253480336,1015,69336.1,68.31,1458.32,14,Medium
4897067971111209737,1038,69330.82,66.79,2570.75,14,Medium
4957924165498,1045,69216.93,66.24,1415.42,14,Medium
4922710831011201,1009,69209.21,68.59,1329.24,14,Medium
4561892980175,1019,69151.67,67.86,1432.8,14,Medium
6011626928491360,1031,69117.34,67.04,1350.8,14,Medium
3558881852140592,1052,68894.66,65.49,1822.92,14,Medium
6596735789587928,1022,68864.07,67.38,1610.0,14,Medium
180046765320457,1014,68863.68,67.91,978.39,14,Medium
371034293500716,1028,68795.25,66.92,5234.79,14,Medium
377550167323848,1036,68763.18,66.37,1414.96,14,Medium
343472729187663,1025,68540.26,66.87,11872.21,14,Medium
4822367783500458,1008,68523.16,67.98,5014.53,14,Medium
370818583810103,1002,68339.49,68.2,3523.52,14,Medium
2657850734909997,1026,68095.41,66.37,1077.45,14,Medium
180046617132290,1024,68061.34,66.47,1296.59,14,Medium
4740713119940984,1051,67901.35,64.61,1010.82,14,Medium
3534718226968689,1022,67864.68,66.4,5669.13,14,Medium
370348764075623,1009,67748.76,67.14,1335.17,14,Medium
4471568287204,1050,67651.48,64.43,2099.47,14,Medium
4018105808392773675,1012,67455.97,66.66,7865.46,14,Medium
6011305591981276,1028,67435.53,65.6,1255.57,14,Medium
6528911529051375,1055,67399.06,63.89,6085.93,14,Medium
371284424780634,1028,67378.83,65.54,2848.8,14,Medium
676148621961,1034,67262.78,65.05,1230.42,14,Medium
4670613943676271,1027,67254.11,65.49,1782.23,14,Medium
4952583804639909,1002,66986.42,66.85,1062.15,14,Medium
3562679455732797,1040,66859.39,64.29,1060.77,14,Medium
4599735407877245080,1008,66855.58,66.32,1635.57,14,Medium
6550399784335736,1027,66847.29,65.09,2685.35,14,Medium
30376238035123,1043,66808.57,64.05,1555.17,14,Medium
3597337756918966,1027,66615.58,64.86,1257.44,14,Medium
3565423334076143,1042,66555.1,63.87,2023.85,14,Medium
6592243974328236,1012,66377.33,65.59,2795.99,14,Medium
4657269323674365,1028,66347.32,64.54,1139.52,14,Medium
6011917798331152,1008,66286.01,65.76,2179.79,14,Medium
4599285557366057,972,66229.55,68.14,475.66,14,Medium
2356276337669917,1016,66167.3,65.13,4169.42,14,Medium
3528231451607350,1047,66081.09,63.11,2080.61,14,Medium
4427805710168,1538,66059.67,42.95,3440.42,14,Medium
4467456915153312231,1026,65695.78,64.03,1187.86,14,Medium
4006047418382,1009,65550.62,64.97,1055.17,14,Medium
180046165512893,1046,65509.08,62.63,1133.32,14,Medium
6540981358631302,1034,65449.04,63.3,1132.86,14,Medium
3517814635263522,1021,65383.83,64.04,1089.32,14,Medium
376012912828093,1012,65327.34,64.55,2252.51,14,Medium
580954173374,1034,65300.62,63.15,2405.26,14,Medium
371985236239474,1010,65178.73,64.53,1681.65,14,Medium
676248282243,1027,65173.73,63.46,1209.91,14,Medium
4428780983793657331,998,65133.0,65.26,1827.89,14,Medium
3546674063249004,1034,65084.62,62.94,1369.62,14,Medium
2285066385084291,1021,65050.94,63.71,5591.35,14,Medium
30248898834493,1025,64885.16,63.3,1116.53,14,Medium
4651007077623147,1040,64567.24,62.08,1063.18,14,Medium
343819048608995,1045,64559.55,61.78,2276.72,14,Medium
4509922033272157,1046,64549.63,61.71,6993.63,14,Medium
4311368326621416041,1041,64490.73,61.95,1055.47,14,Medium
4859525594182537,1039,64482.58,62.06,1265.61,14,Medium
345060451158891,1031,64385.27,62.45,1237.57,14,Medium
4225990116481262579,1032,64381.29,62.38,1436.29,14,Medium
4358137750029944984,1055,64295.17,60.94,3430.61,14,Medium
3513506355699497,1054,64291.24,61.0,1310.23,14,Medium
3533177016567295,1038,64238.11,61.89,1048.8,14,Medium
180081032825079,1039,64062.22,61.66,1618.02,14,Medium
374238209524200,1045,63569.79,60.83,1020.86,14,Medium
30242921189660,1028,63523.23,61.79,2023.82,14,Medium
213114122496591,1024,63491.1,62.0,1514.61,14,Medium
4239436242473,1049,63456.94,60.49,3445.61,14,Medium
4195740185974,1023,63451.69,62.03,994.77,14,Medium
3597926034019603,1049,63416.41,60.45,2430.43,14,Medium
30344654314976,1023,63105.0,61.69,2060.15,14,Medium
213120463918358,1038,63010.83,60.7,841.07,14,Medium
341283058448499,1046,63007.03,60.24,3999.03,14,Medium
4410582919485061752,1013,62974.69,62.17,2216.22,14,Medium
378858024506425,1035,62961.83,60.83,1225.3,14,Medium
501831082224,1026,62874.97,61.28,1088.26,14,Medium
3508104404056005,1039,62763.73,60.41,1673.89,14,Medium
6011231546538393,1047,62659.8,59.85,1894.29,14,Medium
375904527651269,1015,62451.65,61.53,3197.63,14,Medium
4933461930348832,1020,62358.19,61.14,1835.53,14,Medium
4996263498048679,1031,61957.73,60.09,2135.91,14,Medium
3599237318576484,1058,61689.8,58.31,1004.44,14,Medium
4428154703770710,1047,61387.8,58.63,954.59,14,Medium
30371006069917,1014,61010.45,60.17,1003.41,14,Medium
2450829271795901,1041,60866.51,58.47,1386.64,14,Medium
3573386445588324,1024,60812.64,59.39,1390.29,14,Medium
4279161831637,1006,60683.46,60.32,4571.4,14,Medium
4961003488432306,1026,60659.69,59.12,2785.79,14,Medium
3564182536169293,1003,59993.09,59.81,2498.05,14,Medium
676309913934,1048,59589.16,56.86,1218.38,14,Medium
4063094974360571498,1001,59244.61,59.19,1288.1,14,Medium
180056173248083,1029,59204.85,57.54,3922.79,14,Medium
4710792708725663,1014,59201.94,58.38,2863.71,14,Medium
60427851591,528,59129.61,111.99,1164.36,14,Medium
4917187576956394,990,58879.42,59.47,2148.95,14,Medium
4661996144291811856,1026,58850.06,57.36,996.36,14,Medium
60423098130,510,58673.63,115.05,27119.77,14,Medium
371284100299909,1023,58459.33,57.14,2283.19,14,Medium
5456712664803820,1024,58259.94,56.89,1418.85,14,Medium
4104312520615374,1014,58222.95,57.42,1469.4,14,Medium
30487648872433,1029,58114.9,56.48,1186.82,14,Medium
4653178848915023204,1007,57935.15,57.53,1047.08,14,Medium
4555104582813474,505,56960.19,112.79,1111.31,14,Medium
341542810616333,1005,56944.93,56.66,835.03,14,Medium
4129767952109660,1031,56911.06,55.2,1694.21,14,Medium
4561368699336875,1046,56561.51,54.07,2291.23,14,Medium
213186880359195,535,56480.77,105.57,936.54,14,Medium
3563837241599446,1014,56340.33,55.56,4982.7,14,Medium
213186334552049,1037,56309.85,54.3,1144.03,14,Medium
3529597930342630,1036,56258.21,54.3,1804.89,14,Medium
4501449508569485,518,55861.09,107.84,1093.28,14,Medium
30408301059761,520,55550.76,106.83,26544.12,14,Medium
3577794103155425,998,55381.0,55.49,2091.16,14,Medium
3583293909206278,1011,55138.7,54.54,1097.16,14,Medium
4481131401752,1024,54942.32,53.65,1892.71,14,Medium
6502195877055606,521,54841.77,105.26,1206.13,14,Medium
4666314527820883145,520,54451.96,104.72,1116.8,14,Medium
2610529083834453,537,54186.16,100.91,1372.94,14,Medium
4879265611163287,521,53958.96,103.57,1074.66,14,Medium
4492491748959010,509,53862.05,105.82,1097.05,14,Medium
6011149206456997,531,53710.98,101.15,1021.93,14,Medium
630471368021,529,53668.33,101.45,1174.68,14,Medium
565399283797,521,53662.05,103.0,1066.55,14,Medium
3554818239968984,524,53291.88,101.7,987.16,14,Medium
4308156300921054,504,53053.08,105.26,1153.57,14,Medium
213198837352314,497,52621.13,105.88,1108.02,14,Medium
6501313409525696,537,52042.76,96.91,1077.29,14,Medium
4348786085525522,503,51459.73,102.31,982.17,14,Medium
4518350514020532,1006,51155.92,50.85,1163.36,14,Medium
5154903938030655,529,50758.74,95.95,2300.44,14,Medium
4713464490314802,533,50756.25,95.23,574.41,14,Medium
676275912597,529,50631.83,95.71,603.74,14,Medium
6011381817520024,995,50598.71,50.85,1119.23,14,Medium
2227671554547514,545,50388.53,92.46,1448.46,14,Medium
3550554389581384,527,50040.01,94.95,1024.66,14,Medium
676234256292,508,49441.2,97.33,1189.69,14,Medium
2454076758463217,521,49153.96,94.35,570.93,14,Medium
3540017235499519,520,49012.3,94.25,954.21,14,Medium
4433091568498503,513,48947.1,95.41,7708.1,14,Medium
581508178315,503,48899.14,97.21,582.96,14,Medium
213107169859697,514,48657.73,94.66,1543.07,14,Medium
4244953610136705533,516,48605.65,94.2,587.52,14,Medium
3576281490078437,516,48451.08,93.9,595.37,14,Medium
180068353086472,510,47986.52,94.09,1720.93,14,Medium
4026222041577,522,47702.77,91.38,1456.24,14,Medium
675961917837,540,47073.26,87.17,14407.25,14,Medium
180084695172649,503,46920.5,93.28,1696.7,14,Medium
4103158249977,506,46891.42,92.67,576.42,14,Medium
676314217768,522,46818.29,89.69,1161.72,14,Medium
676326610042,504,46610.43,92.48,1026.44,14,Medium
36192615525683,506,46320.91,91.54,1681.8,14,Medium
3579200383632826,519,46174.77,88.97,656.28,14,Medium
378006354724784,514,46140.49,89.77,654.5,14,Medium
6592074504369261,491,45803.46,93.29,882.11,14,Medium
3541554378551366,544,45399.95,83.46,1948.8,14,Medium
4633065159406313,550,45066.67,81.94,11629.34,14,Medium
4044436772018844508,517,44727.13,86.51,1289.89,14,Medium
2268221587779419,500,44063.55,88.13,1067.73,14,Medium
30011465039817,501,43939.45,87.7,1507.85,14,Medium
3513285035244624,529,43715.5,82.64,2042.69,14,Medium
346208242862904,528,43637.6,82.65,4169.5,14,Medium
3561212938177173,530,43472.38,82.02,3251.86,14,Low
3583093681934489,521,43387.62,83.28,1301.64,14,Low
6593939509150446,501,43100.12,86.03,847.47,14,Low
375237305371366,536,42992.96,80.21,1111.93,14,Low
6011393492413821,521,42477.19,81.53,2699.48,14,Low
4226219726886852999,508,42110.65,82.89,1586.6,14,Low
342035762534413,510,42076.58,82.5,1148.15,14,Low
4124536010991657,527,41810.7,79.34,1262.9,14,Low
4725837176265195730,501,41474.15,82.78,1686.3,14,Low
3544606805704278,533,41256.8,77.4,1805.06,14,Low
6011581063717667,516,41249.91,79.94,1643.34,14,Low
3562264947797243,525,41043.7,78.18,1211.84,14,Low
38544312728630,518,40982.45,79.12,796.54,14,Low
2358122155477959,536,40581.05,75.71,2665.05,14,Low
6569097840281287,501,40403.15,80.65,1234.32,14,Low
4789911625179723,502,40377.22,80.43,807.4,14,Low
30434173205605,502,40345.98,80.37,3918.79,14,Low
6526955903501879,542,40193.43,74.16,1308.59,14,Low
6011706277606006,528,40156.85,76.05,1702.69,14,Low
4116554952971686,513,40000.86,77.97,1647.89,14,Low
3581130339108561,511,39798.32,77.88,8296.8,14,Low
4600155880464,535,39743.77,74.29,1659.29,14,Low
4980323467523543940,532,39600.18,74.44,1327.43,14,Low
6526448584969862,519,39472.46,76.05,2166.63,14,Low
3598634130286287,517,39469.62,76.34,5027.6,14,Low
180058696935600,481,39357.9,81.83,1288.29,14,Low
2260801330657968,519,39271.48,75.67,2312.21,14,Low
6526777409109795,499,39215.53,78.59,1209.27,14,Low
3531606252458308,519,39143.85,75.42,1000.03,14,Low
3557442674264531,483,39034.92,80.82,868.0,14,Low
6539653032686894,554,38819.24,70.07,2251.3,14,Low
30373802285317,529,38739.48,73.23,1109.64,14,Low
180094608895855,518,38597.6,74.51,1293.23,14,Low
4855853415727304322,511,38589.07,75.52,1040.08,14,Low
4260059589824237,508,38418.91,75.63,1114.22,14,Low
4396682467723,524,38256.73,73.01,1482.96,14,Low
2280870154157385,524,38040.13,72.6,3024.63,14,Low
3536918668124647,519,37982.31,73.18,1739.03,14,Low
30360260465747,512,37977.74,74.18,1466.68,14,Low
4134456652433447,519,37908.9,73.04,1214.53,14,Low
3572976568630035,530,37792.94,71.31,1182.52,14,Low
4440581794652,523,37687.01,72.06,3944.28,14,Low
36890292963032,514,37455.69,72.87,1905.46,14,Low
376944481517097,529,37386.77,70.67,1022.18,14,Low
213113338379864,513,37317.28,72.74,1045.92,14,Low
6011948324228984,530,37293.18,70.36,1112.02,14,Low
2229824890647120,529,37183.15,70.29,1043.58,14,Low
4171397999167005,510,37053.81,72.65,1066.12,14,Low
501828204849,515,37041.66,71.93,1600.14,14,Low
3537797820923602,524,37009.36,70.63,1401.44,14,Low
4798937978667559470,510,36883.8,72.32,4090.62,14,Low
374821819075109,495,36718.81,74.18,1118.14,14,Low
676308307625,519,36643.34,70.6,2347.65,14,Low
676292294938,523,36642.28,70.06,917.85,14,Low
3598895972308782,504,36616.72,72.65,4090.79,14,Low
4610064888664703,475,36598.72,77.05,1053.08,14,Low
2318062975163331,508,36575.16,72.0,2160.44,14,Low
3576144910346950,540,36441.87,67.48,1915.41,14,Low
560881134780,512,36423.63,71.14,1191.14,14,Low
4425161475596168,506,36411.49,71.96,1415.74,14,Low
2274911989136158,509,36392.75,71.5,2091.25,14,Low
6011477612335392,534,36324.93,68.02,3014.28,14,Low
3592325941359225,505,36251.34,71.78,1173.68,14,Low
377264520876399,520,36230.07,69.67,1498.08,14,Low
4986925034905735,503,36203.1,71.97,1579.44,14,Low
4412720572684931,517,36160.38,69.94,5153.81,14,Low
3565414434959494,532,36121.2,67.9,1316.33,14,Low
4767265376804500,552,36101.73,65.4,1278.24,14,Low
2288748891690227,519,35990.84,69.35,1156.15,14,Low
3534093764340240,493,35878.9,72.78,1358.77,14,Low
3565996340207976,538,35841.84,66.62,1170.12,14,Low
4158758517677931,516,35819.57,69.42,3439.51,14,Low
639095706599,538,35815.45,66.57,1213.1,14,Low
342360239917375,504,35781.0,70.99,1171.78,14,Low
4725673654161314,515,35739.74,69.4,1507.78,14,Low
2231186809828225,538,35719.01,66.39,2094.77,14,Low
3565943051129759,494,35608.12,72.08,1026.61,14,Low
4209696857872688515,525,35513.8,67.65,3272.29,14,Low
377834944388609,495,35451.83,71.62,3777.63,14,Low
2284059275940012,503,35213.91,70.01,1200.44,14,Low
4687263141103,521,35152.98,67.47,3438.31,14,Low
6523180720198790,509,35056.43,68.87,1083.3,14,Low
4807552641361,510,35034.9,68.7,2309.93,14,Low
3542162746848552,521,34991.04,67.16,1113.41,14,Low
2235335206132667,518,34866.97,67.31,1360.22,14,Low
30570197515105,507,34828.42,68.7,2126.79,14,Low
6011197122270059,515,34778.45,67.53,1092.74,14,Low
3511058278399773,520,34744.95,66.82,1517.15,14,Low
3593399694467427,522,34512.39,66.12,1067.64,14,Low
4806443445305,521,34327.1,65.89,1864.86,14,Low
3540862542587229,525,34303.02,65.34,1245.75,14,Low
4760122961662,506,34279.95,67.75,1148.19,14,Low
3560246577314524,519,34216.94,65.93,1029.22,14,Low
3501365119557234,490,34208.98,69.81,3343.52,14,Low
36581538659449,519,34185.88,65.87,1039.11,14,Low
3577663406369449,507,34158.34,67.37,1717.81,14,Low
36360452125889,518,34022.65,65.68,1180.02,14,Low
4874006077381178,516,33980.38,65.85,1154.83,14,Low
4698163635895795,514,33923.12,66.0,1053.54,14,Low
371683116218417,513,33838.22,65.96,1082.34,14,Low
2224100459250597,492,33794.5,68.69,935.9,14,Low
3597980945245815,520,33773.59,64.95,1003.72,14,Low
5127412150261034,516,33769.65,65.45,1599.43,14,Low
4682744518117239,509,33708.92,66.23,1221.9,14,Low
6535328428560433,499,33690.23,67.52,1254.54,14,Low
3577596616955856,519,33648.58,64.83,1014.8,14,Low
4179719215697782,514,33607.73,65.38,1116.01,14,Low
3566373869538620,502,33443.91,66.62,1385.32,14,Low
3530503964418806,507,33376.17,65.83,1660.96,14,Low
2714019737356678,471,33364.35,70.84,413.86,14,Low
4917226033950,521,33310.58,63.94,1525.66,14,Low
501882822387,506,33222.23,65.66,3126.03,14,Low
38859492057661,503,33132.63,65.87,1219.65,14,Low
213136802746375,480,32916.13,68.58,1929.43,14,Low
373213026644490,534,32854.13,61.52,1181.61,14,Low
639077309909,505,32840.17,65.03,1080.21,14,Low
4914700582394237,515,32815.96,63.72,992.86,14,Low
379141394109214,504,32767.3,65.01,2122.19,14,Low
30518196150127,496,32589.25,65.7,5731.92,14,Low
4195832462863385,528,32568.73,61.68,1087.53,14,Low
4764202053279782,518,32561.28,62.86,1120.12,14,Low
30446018552504,532,32485.1,61.06,1958.91,14,Low
5289285402893489,511,32295.89,63.2,1612.21,14,Low
3595111028444131,511,32249.83,63.11,1464.06,14,Low
346243940647414,492,32232.48,65.51,3192.57,14,Low
571314334723,510,32200.93,63.14,2045.93,14,Low
4605902936394,516,32135.52,62.28,1031.92,14,Low
573283817795,533,32073.66,60.18,1392.24,14,Low
6515067575568369,521,32056.72,61.53,1510.82,14,Low
4756039869079882102,536,31983.1,59.67,757.9,14,Low
30181367542315,523,31807.3,60.82,1108.33,14,Low
6011975266774121,525,31759.77,60.49,498.43,14,Low
4972228199573984,499,31576.46,63.28,1972.84,14,Low
213186551511454,511,31547.9,61.74,916.56,14,Low
30357372465631,524,31507.27,60.13,1203.08,14,Low
4426075337087318654,501,31347.49,62.57,1059.57,14,Low
3541687240161491,492,31284.53,63.59,1071.82,14,Low
30541100351706,525,31229.54,59.48,1121.57,14,Low
4189814094741,502,31188.93,62.13,1434.29,14,Low
6564459919350820,518,31084.88,60.01,1006.48,14,Low
38014427445058,516,30856.91,59.8,1280.42,14,Low
4824023901222438,509,30618.18,60.15,763.11,14,Low
3527063666782582,501,30576.82,61.03,654.18,14,Low
347612609554823,519,30542.19,58.85,2011.74,14,Low
630412733309,516,30268.27,58.66,1022.06,14,Low
3536818734263520,509,30243.03,59.42,1012.71,14,Low
348253506557335,504,30219.51,59.96,1082.54,14,Low
4110266553600176127,512,30200.97,58.99,1984.21,14,Low
30596478689301,515,30087.68,58.42,967.49,14,Low
180047222886866,496,30019.51,60.52,1415.55,14,Low
4878364946692291,485,29987.19,61.83,966.04,14,Low
3500165543009955,503,29910.82,59.46,1703.76,14,Low
4462038234743679432,485,29663.27,61.16,682.33,14,Low
30510856607165,526,29594.88,56.26,576.96,14,Low
60495593109,518,29523.69,57.0,514.79,14,Low
3582402971899057,506,29366.85,58.04,842.27,14,Low
3576511691045060,518,29348.44,56.66,1124.86,14,Low
6597248210463122,503,29106.9,57.87,870.57,14,Low
570273151375,509,29003.12,56.98,852.84,14,Low
4158008602445,526,28981.76,55.1,1121.62,14,Low
4228411452607671,537,28704.06,53.45,1381.15,14,Low
180040027502291,491,28338.52,57.72,770.5,14,Low
4373370572092720777,493,27836.33,56.46,1139.01,14,Low
3560336828629935,524,27785.86,53.03,1151.44,14,Low
2222157926772399,510,27677.16,54.27,2214.83,14,Low
30491348102802,504,26992.04,53.56,565.06,14,Low
5410056176712193,490,26607.79,54.3,1094.38,14,Low
3551512895305309,490,26266.93,53.61,1008.29,14,Low
60487002085,496,25160.11,50.73,750.39,14,Low
30042378430132,498,25032.79,50.27,856.18,14,Low
4335531783520911,501,22403.39,44.72,1710.78,14,Low
6011935564104173,11,10437.0,948.82,1124.34,3,Low
4168696938629925,15,10404.97,693.66,1128.77,5,Low
3521260686633367,15,9384.03,625.6,1064.07,6,Low
3562793934111141,13,9097.31,699.79,1376.04,7,Low
577891228931,12,8789.74,732.48,1140.72,5,Low
3543885983111461,11,8564.29,778.57,1111.8,5,Low
4629125581019,12,8511.91,709.33,1197.23,6,Low
4593569795412,19,8431.93,443.79,1165.94,7,Low
3548710338694745,12,8350.56,695.88,1160.47,6,Low
4893092478075970,10,8339.69,833.97,1167.35,5,Low
180040131978916,9,8265.83,918.43,1289.07,4,Low
676179782773,11,8247.53,749.78,1017.68,4,Low
4659625317833446364,12,8131.43,677.62,1112.81,5,Low
4076173495454,12,7807.28,650.61,1154.81,5,Low
4669558618943766,10,7323.65,732.37,1036.91,5,Low
378262805520186,11,7229.89,657.26,1052.65,5,Low
6500249000784905,9,7192.92,799.21,1150.64,5,Low
4748866581408,10,7131.84,713.18,1002.39,6,Low
5144043920225212,10,7068.08,706.81,1213.87,5,Low
6517779374888867,11,7066.92,642.45,1097.42,6,Low
30499715231997,12,7045.77,587.15,1113.9,6,Low
4162872756672112717,10,6950.25,695.03,1167.88,5,Low
3535211949888417,8,6867.84,858.48,1153.76,4,Low
2295963260374698,10,6807.75,680.78,1021.63,5,Low
4204237326785494,13,6751.81,519.37,1016.39,6,Low
349813394357327,8,6737.85,842.23,1097.09,4,Low
180038493344495,10,6697.65,669.76,1027.85,5,Low
501851115094,15,6467.81,431.19,1256.43,5,Low
3547336099599450,11,6462.6,587.51,1097.96,6,Low
503886119844,9,6319.63,702.18,1108.11,5,Low
3590946339258737,9,6271.37,696.82,1157.97,5,Low
4457486401506,10,6263.21,626.32,1100.75,6,Low
676327197445,8,6197.95,774.74,1091.61,4,Low
345225948700767,10,6149.41,614.94,1135.74,5,Low
6577777028615915,7,6121.54,874.51,1313.18,4,Low
4575255480814133,9,6038.89,670.99,1134.9,6,Low
4844243189971,10,5858.01,585.8,1145.9,6,Low
6011518448009279,10,5857.35,585.73,981.23,4,Low
340214844585279,11,5767.01,524.27,1070.44,7,Low
4492677353108006,11,5764.55,524.05,1091.47,5,Low
6011732631674654,7,5671.95,810.28,1008.16,4,Low
3501285649323933,9,5523.45,613.72,1021.72,5,Low
3576207763781753,9,5362.9,595.88,1160.93,6,Low
3524485462198080,11,5342.77,485.71,1063.77,6,Low
2716017661090253,8,5314.88,664.36,938.98,4,Low
4180192513916047166,11,5113.92,464.9,1143.67,7,Low
3546436741611231,12,5098.57,424.88,1115.5,5,Low
3528040995648998,11,5007.6,455.24,938.92,7,Low
3542826960473004,10,4976.26,497.63,966.08,6,Low
501818133297,8,4946.54,618.32,1084.02,3,Low
4243521033756702612,9,4944.02,549.34,1066.46,5,Low
38534201672254,9,4908.57,545.4,1078.83,5,Low
4714017207228610634,7,4900.65,700.09,1030.21,3,Low
4157213332670159,8,4831.61,603.95,997.72,5,Low
4911818930706644725,9,4817.48,535.28,951.95,4,Low
3529788038921264,10,4788.19,478.82,1014.61,5,Low
4481172224716138389,8,4715.73,589.47,991.46,5,Low
4257110907449569602,10,4693.06,469.31,1172.01,6,Low
6011826317034777,9,4630.44,514.49,1012.77,5,Low
2287277963630565,9,4539.62,504.4,1004.6,5,Low
6011099828110011,9,4490.06,498.9,1009.39,5,Low
4598025465633,9,4404.16,489.35,1106.38,5,Low
5301645381939419,11,4175.17,379.56,1162.35,4,Low
4975457191020,7,4008.75,572.68,839.06,4,Low
4225628813173670,7,3830.65,547.24,970.89,3,Low
501894933032,7,3741.75,534.54,1031.8,3,Low
3545578418030657,7,3595.25,513.61,947.47,6,Low
4318414072191879,9,3588.5,398.72,1122.4,5,Low
375623337201129,10,3273.02,327.3,1006.25,7,Low
180097223252063,7,3203.73,457.68,975.85,2,Low
